-in	具有……者
-ka	具有……者
Abhidhamma	阿毗达摩
Anupada Sutta	《不断经》
Aparijānana Sutta	不遍知经
Buddha	佛陀
Hadayavatthu	心生起的物质基础
Mahā	大
Mahāṭī	大义疏
Patisam	无碍解道
Rūpakammaṭṭhāna	色业处
Sam	相应部
Samyutta	相应部
Sutta	经
Thera	长老
Visuddhi Magga	《清净之道》
abyākata	无记
anantara	无间
anantarūpanissaya	无间亲依止
anatta	无我
anicca	无常
anuloma	随顺
arahant	阿拉汉
asubha	不净
atta	我
ayonisomanasikāra	不如理作意
aṭṭhasālinī	胜义分明
base	词典源型
bhikkhu	比库
cakkhusamphassa	眼触
cakkhuviññāṇa	眼识
citta	心
cuti	入灭
dhamma	法
dhammā	诸法
diṭṭhigata	主见的偏颇
dukkha	苦
dvāra	门
gatinimitta	趣相
kalāpa	色聚
kamma	业
kamma nimitta	业相
karajakāya	不净所生身
khandhā	蕴
khaṇa	剎那
kiriya	唯作
kiriyā	唯作
lobha	贪
magga	道
mahāsiva	大西瓦
mahāṭīkā	大复注
manasikāra	作意
manodvāra	意门
manodvāra vīthi	意门心路
meditator	禅修者
naya	法
nibbāna	涅槃
nicca	常
nimitta	相
nirodha	灭
nāma	名
nāmakammaṭṭhāna	名业处
nāmarūpa	名色
paccaya	缘
paccayo	缘
paccuppanna	现在
padhāna	中心词
pahāna	舍断
pakatūpanissaya	本性亲依止
pana	此外
parittārammaṇa	小所缘
pariññā	遍知
paññā	慧
paṭisandhi	结生
paṭṭhāna	众缘
phassa	触
phassapañcamaka	触为第五的
pāli	巴利语
pīti	喜
rūpa	色
rūpa kalāpa	色聚
samatha	止
sampayutta	相应
samāpatti	等至
saññā	想
saṅkhāra	行
somanassa	悦
sukha	乐
suttanta	经
sāmaññaphala	沙门果
upacāra	近行
upādāna	取
utu	季节
vatthu	依处
vedanā	受
vipassanā	观
visuddhi	清净
viññāṇa	识
vāra	界限
vīthi	心路
yonisomanasikāra	如理作意
ñātapariññā	智遍知
āhāra	食
āhārajarūpa	食生色
āloka	光
ārammaṇūpanissaya	所缘强依止
āyatana	入处
