Abhidhamma	阿毗达摩
Bhikkhunī	比库尼
Bhikkhus	诸比库
Buddha	佛陀
Catukka	四法
Cittānupassanā	心随观
Dhammānupassanā	法随观
Dhātu vibhanga	界分别
Dhātuvibhanga Sutta	界分别经
Dīpankarā	燃灯
Mahā	大
Mahācetī	大塔
Mahārāhulovāda sutta	教诫罗睺罗大经
Mahāsatipaṭṭhāna Sutta	大念处经
Mahāṭī	大义疏
Rāhulā	拉胡喇
Rūpakammaṭṭhāna	色业处
Sam	相应部
Sutta	经
Vinaya	律
Visuddhi Magga	《清净之道》
abhibhāyatana	胜处
adhicitta	增上心
anatta	无我
anicca	无常
aniccatā	无常性
aniccānupassanā	随观无常
anubandhanā	随逐
anuppādanirodha	不生灭尽
appanā	安止
arahant	阿拉汉
arañña	林野
assāsa	入息
assāsa-passāsa	入息与出息
assāsapassāsa	入出息
assāsapassāsakāya	呼吸身
aṭṭhasamāpatti	八定
base	词典源型
bhikkhu	比库
bhāvanā	修习
brahma	梵天神
catuttha catukka	第四组四法
cetana	思考
citta	心
cittasaṅkhāra	心行
dhamma	法
dhammapūjā	法敬奉
dhātu	界
dukkha	苦
dutiya	第二个
dutiya catukka	第二组四法
dīghanikāya	长部
gatinimitta	趣相
gaṇanā	数
jhāna	禅那
jhānakammika puggala	禅那行者
kalāpa	色聚
kalāpa sammasana	聚思惟
kalāpa sammasana naya	聚思惟
kalāpasammasana	聚思惟
kamma	业
kammanimitta	业相
kammaṭṭhāna	业处
karajakāya	不净所生身
kasiṇa	遍
kosajja	懈怠
kāladdhāna	时间行程
kāya	身
kāyasaṅkhāra	身行
kāye	于身
kāyānupassanā	身随观
lakkhaṇā	相
magga	道
mahāparinibbāna	大般涅槃
mahāsatipaṭṭhāna	大念处经
mahāvihāra	大寺
mahāṭīkā	大复注
majjhimapaṇṇāsa	中间五十
mandārava	曼陀罗花
meditator	禅修者
moggallāna	摩嘎喇那
naya	法
nibbāna	涅槃
nimitta	相
nāmakammaṭṭhāna	名业处
nāmakāya	名身
nīvaraṇa	盖
okāsaddhāna	空间行程
pajānāti	了知
pana	此外
parikammanimitta	预作相
paripucchā	遍问
passāsa	入息
pathama catukka	第一组四法
pavatta	生命期间
pañcapakaraṇa	五论
pañcasandhika	五节
paññatti	概念
paṭibhāga	相似
paṭibhāganimitta	似相
paṭipadā	行道
paṭipassanā	遍观
paṭisambhida	无碍解
paṭisambhidā	辨析
phassapañcamaka	触为第五的
phusanā	接触 / 触
pubbabhāga	前分
pubbabhāga paṭipadā	前分行道
puggala	个体
pāli	巴利语
pārisuddhi	遍净
pīti	喜
rukkhamūla	树下
rūpakāya	色身
sallakkhaṇā	善标记
samatha	止
samathakammaṭṭhāna	止业处
sammasana	思惟
sammohavinodanī	迷惑冰消
samāpatti	等至
sati	念
satipaṭṭhāna	念处
satokārī	俱念行者
satova	只念
saṅkhāra	行
sekkha	有学
senāsana	坐卧处
sukha	乐
suttanta	经
suttantabhājanīya	经分别
suññāgāra	安静处
sāmīci	恭敬
sāriputta	沙利子
tatiya catukka	第三组四法
tatramajjhattatā	中舍性
tatramajjhattupekkhā	中舍性舍
uggaha	学取
uggahanimitta	取相
upakkilesa	随烦恼
upaṭṭhāna	建立
uppāda	生起
utu	季节
vatthu	依处
vaya	灭
vipassanā	观
visuddhi	清净
vivaṭṭanā	还灭
ñāṇa	智
Ānanda	阿难德
āhāra	食
āmisa pūjā	四资具供养
ānāpāna	入出息
ṭhapanā	住
ṭhiti	住
