-in	具有……者
-ka	具有……者
-vin	具有……者
Buddha	佛陀
Catukka	四法
Nissaya	依词释
Paramatta	帕拉马达
Sam	相应部
Sutta	经
Visuddhi Magga	《清净之道》
Visuddhimagga	《清净道论》
ahetuka	无因
ajjhatta	内在
ajjhattika	内在
anantara	无间
anatta	无我
anicca	无常
anidassana	无见
anubodha	随觉
atta	我
atthi	有
avigata	不离去
bahiddha	外在
base	词典源型
bhava	有
cakkhu	眼
cakkhudasaka	眼十法
cetasika	心所
citta	心
dhamma	法
duggati	恶趣
duggati bhava	恶趣生
dutiya	第二个
ghana	密集
hadaya vatthu	心所依处色
hoti	发生
indriya	根
itthindriya	女性根
janaka	生
javana	速行
kalala	羯罗蓝
kamma	业
kammattha	宾语
kicca	作用
lobha	贪
loka	世间
lokiya	世间的
magga	道
mana	意
meditator	禅修者
muta	觉知
nibbatti	转生
nibbāna	涅槃
niddesa	广释
nimitta	相
paccaya	缘
paccaya satti	缘力
paccayo	缘
paccayuppanna	缘生
pakata	出色执行
pana	此外
paramattha	神我
paramattha sacca	究竟谛
pariccheda	节
patthana	欲
pavatta	生命期间
pavatti	生命期间
payoga	精勤 / 加行
phassa	触
purisa	男子
purisindriya	男性根
pāli	巴利语
rasa	作用
sacca	谛
saha	同时
sambandha	所有者
sambodhi	完全觉醒者
sampatti	成就
sanidassana	有见
santati	相续
santika	近
sena	赛那
sugati	善趣
sugati bhava	善趣生
sukhuma	细
tejo	火
uddesa	总说
upa	前缀upa
upacaya	积聚
upadhi	再生的基质
upanissaya	强依止
upatthambhaka	支持
uppatti	生起
utu	季节
vata	仪式
vatthu	依处
vipassana	观禅
vipatti	失坏
virati	远离
visuddhi	清净
yamaka	双论
yassa	名誉
yoga	轭
