-in	具有……者
-ka	具有……者
Bhikkhus	诸比库
Buddha	佛陀
Dhammānupassanā	法随观
Gotama buddha	果达玛佛
Lakkhaṇa	特相
Mahāsatipaṭṭhāna Sutta	大念处经
Mahāṭī	大义疏
Paṭiccasamuppanna	缘所生
Paṭiccasamuppāda	缘起法
Paṭisambhidā magga	无碍解道
Sam	相应部
Samyutta	相应部
Sutta	经
Thera	长老
Vedanānupassanā	受随观
Visuddhi Magga	《清净之道》
abhiññāṇa	特征
aggivessana	阿吉韦思那
anatta	无我
anatta lakkhaṇa	无我相
anicca	无常
anuloma	随顺
anuppāda	无生
arahant	阿拉汉
ariya	圣
atta	我
attadiṭṭhi	我见
atīte	过去
avijjā	无明
aṭisambhidā Magga	《无碍解道》
base	词典源型
bhadanta	尊者
bhava	有
bhikkhave	诸比库
bhikkhu	比库
cakkhu	眼
cetanā	思
citta	心
cittā	姬达
dassana	洞见
dhamma	法
dhammapāla	法护
dhammā	诸法
diṭṭhi	见
dukkha	苦
dukkha lakkhaṇa	苦相
dukkha sacca	苦圣谛
ekatta	同一性
ekattanaya	同一性理
gandhabba	甘塔巴
gatinimitta	趣相
gotama	果德玛
idha	于此
iti	如此
janaka	生
javana	速行
jāti	生
jāti dukkha	生苦
kamma	业
kamma nimitta	业相
kammabhava	业有
khaṇa	剎那
kāla	咖拉
kāraṇa	原因
kāya	身
kāyānupassanā	身随观
lakkhaṇā	相
magga	道
magga sacca	道谛
magga ñāṇa	道智
mahānāma	大名
mahāsatipaṭṭhāna	大念处经
mahāṭīkā	大复注
maraṇa	死
maraṇa dukkha	死苦
meditator	禅修者
mūla	根本
mūlapaṇṇāsa	根本五十
naya	法
nibbatti	转生
nibbāna	涅槃
niddesa	广释
nikanti	微细的欲求
nimitta	相
nirodha	灭
nāma	名
nāmakammaṭṭhāna	名业处
nānatta	不同性
nānattanaya	不同性理
nānākkhaṇika	异刹那
obhāsa	光明
paccaya	缘
paccuppanna	现在
paggaha	支持
paramattha	神我
pariññā	遍知
passaddhi	轻安 / 平静
pavatti	生命期间
paññatti	概念
paṭicca	缘
paṭipadā	行道
paṭisambhida	无碍解
paṭisambhidā	辨析
paṭisandhi	结生
paṭṭhāna	众缘
phala	果
phassa	触
pāli	巴利语
pīti	喜
rūpa	色
sacca	谛
saccaka	萨迦格
saddhādhimokkha	信心胜解
samatha	止
sammohavinodanī	迷惑冰消
sammādiṭṭhi	正见
sammāsamādhi	正定
sammāsati	正念
sammāvāyāma	正精进
samudaya	集
samudaya sacca	苦因圣谛
samuppāda	集起
santati	相续
santatighana	相续密集
sassata	常见
sati	念
satipaṭṭhāna	念处
sekkha	有学
sukha	乐
taruṇa vipassanā ñāṇa	不成熟观智
uccheda	断灭
udaya vaya	生灭
udayabbaya	生灭
udayabbayānupassanā	生灭随观
ukkaṭṭhaniddesa	殊胜义释
upakkilesa	随烦恼
upaṭṭhāna	建立
upekkhā	舍
uppāda	生起
upāda	所造
vaya	灭
vaṭṭa	轮回
vedanā	受
viharati	住
vijānana	识别
vipassaka	修观
vipassanā	观
vipassanā ñāṇa	观智
visuddhi	清净
viññāṇa	识
ñāṇa	智
ācariya	老师
ākāsa	空间
āloka	光
āsava	漏
ṭhiti	住
